"name","gene","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6"
"gene-SAUSA300_RS06630","gene-SAUSA300_RS06630",22,36,20,62,96,84
"gene-SAUSA300_RS06635","gene-SAUSA300_RS06635",0,0,0,2,0,0
"gene-SAUSA300_RS06640","gene-SAUSA300_RS06640",12,0,10,2,0,2
"gene-SAUSA300_RS06645","gene-SAUSA300_RS06645",227,193,294,30,25,43
"gene-SAUSA300_RS06650","gene-SAUSA300_RS06650",304,265,350,35,34,55
"gene-SAUSA300_RS06655","gene-SAUSA300_RS06655",175,156,187,14,12,25
"gene-SAUSA300_RS06660","gene-SAUSA300_RS06660",33,20,35,6,14,2
"gene-SAUSA300_RS06665","gene-SAUSA300_RS06665",5,0,6,2,9,1
"gene-SAUSA300_RS06670","gene-SAUSA300_RS06670",0,0,0,0,0,0
"gene-SAUSA300_RS06675","gene-SAUSA300_RS06675",30,20,16,30,40,24
"gene-SAUSA300_RS06680","gene-SAUSA300_RS06680",215,213,191,460,303,354
"gene-SAUSA300_RS06685","gene-SAUSA300_RS06685",72,88,81,153,126,142
"gene-SAUSA300_RS06690","gene-SAUSA300_RS06690",2,0,0,9,0,4
"gene-SAUSA300_RS06695","gene-SAUSA300_RS06695",2,0,4,8,2,8
"gene-SAUSA300_RS06705","gene-SAUSA300_RS06705",2,6,6,39,35,36
"gene-SAUSA300_RS06710","gene-SAUSA300_RS06710",302,342,506,248,218,174
"gene-SAUSA300_RS06715","gene-SAUSA300_RS06715",0,0,0,6,2,2
"gene-SAUSA300_RS06720","gene-SAUSA300_RS06720",0,0,0,2,8,2
"gene-SAUSA300_RS06725","gene-SAUSA300_RS06725",602,556,578,662,781,662
"gene-SAUSA300_RS06730","gene-SAUSA300_RS06730",4,3,0,1,10,13
"gene-SAUSA300_RS06735","gene-SAUSA300_RS06735",0,0,0,0,0,0
"gene-SAUSA300_RS06740","gene-SAUSA300_RS06740",8,2,2,0,6,8
"gene-SAUSA300_RS06745","gene-SAUSA300_RS06745",0,0,0,0,0,0
"gene-SAUSA300_RS06750","gene-SAUSA300_RS06750",8,6,6,4,2,0
"gene-SAUSA300_RS06755","gene-SAUSA300_RS06755",2,4,0,2,2,0
"gene-SAUSA300_RS06760","gene-SAUSA300_RS06760",28,20,4,32,26,34
"gene-SAUSA300_RS06765","gene-SAUSA300_RS06765",270,246,286,370,388,405
"gene-SAUSA300_RS06770","gene-SAUSA300_RS06770",2,10,4,14,8,24
"gene-SAUSA300_RS06775","gene-SAUSA300_RS06775",7,4,5,6,0,8
"gene-SAUSA300_RS06780","gene-SAUSA300_RS06780",6,13,18,18,28,16
"gene-SAUSA300_RS06785","gene-SAUSA300_RS06785",10,13,8,20,14,19
"gene-SAUSA300_RS06790","gene-SAUSA300_RS06790",47,42,44,44,34,67
"gene-SAUSA300_RS06800","gene-SAUSA300_RS06800",12,22,14,34,26,20
"gene-SAUSA300_RS06805","gene-SAUSA300_RS06805",0,0,0,2,0,2
"gene-SAUSA300_RS06810","gene-SAUSA300_RS06810",0,0,0,0,0,0
"gene-SAUSA300_RS06815","gene-SAUSA300_RS06815",42,30,35,64,79,72
"gene-SAUSA300_RS06820","gene-SAUSA300_RS06820",20,14,24,60,78,84
"gene-SAUSA300_RS06825","gene-SAUSA300_RS06825",18,40,14,46,38,40
"gene-SAUSA300_RS06830","gene-SAUSA300_RS06830",12,10,4,20,16,20
"gene-SAUSA300_RS06835","gene-SAUSA300_RS06835",8,4,18,4,6,6
"gene-SAUSA300_RS06840","gene-SAUSA300_RS06840",2,12,0,2,2,0
"gene-SAUSA300_RS06845","gene-SAUSA300_RS06845",7,8,0,12,25,22
"gene-SAUSA300_RS06850","gene-SAUSA300_RS06850",11,8,14,68,58,61
"gene-SAUSA300_RS06855","gene-SAUSA300_RS06855",0,0,0,0,0,0
"gene-SAUSA300_RS06860","gene-SAUSA300_RS06860",0,0,0,0,0,0
"gene-SAUSA300_RS06865","gene-SAUSA300_RS06865",0,0,0,0,0,0
"gene-SAUSA300_RS06870","gene-SAUSA300_RS06870",2,0,0,0,0,2
"gene-SAUSA300_RS06875","gene-SAUSA300_RS06875",0,0,0,0,0,0
"gene-SAUSA300_RS06880","gene-SAUSA300_RS06880",0,0,0,0,0,2
"gene-SAUSA300_RS06885","gene-SAUSA300_RS06885",0,6,4,0,8,8
"gene-SAUSA300_RS06890","gene-SAUSA300_RS06890",21,14,29,43,40,26
"gene-SAUSA300_RS06895","gene-SAUSA300_RS06895",63,52,70,129,116,126
"gene-SAUSA300_RS06900","gene-SAUSA300_RS06900",0,6,0,0,2,4
"gene-SAUSA300_RS06905","gene-SAUSA300_RS06905",2,2,2,0,0,0
"gene-SAUSA300_RS06910","gene-SAUSA300_RS06910",22,14,10,33,23,16
"gene-SAUSA300_RS06915","gene-SAUSA300_RS06915",4,0,8,17,8,8
"gene-SAUSA300_RS06920","gene-SAUSA300_RS06920",0,0,4,5,6,2
"gene-SAUSA300_RS06925","gene-SAUSA300_RS06925",2,4,0,4,8,6
"gene-SAUSA300_RS06930","gene-SAUSA300_RS06930",0,0,0,0,0,0
"gene-SAUSA300_RS06935","gene-SAUSA300_RS06935",0,0,0,2,1,6
"gene-SAUSA300_RS06940","gene-SAUSA300_RS06940",16,10,24,18,10,32
"gene-SAUSA300_RS06945","gene-SAUSA300_RS06945",0,4,4,3,4,4
"gene-SAUSA300_RS06950","gene-SAUSA300_RS06950",6,6,0,3,2,0
"gene-SAUSA300_RS06955","gene-SAUSA300_RS06955",6,4,0,0,0,0
"gene-SAUSA300_RS06960","gene-SAUSA300_RS06960",1,0,0,0,0,0
"gene-SAUSA300_RS06965","gene-SAUSA300_RS06965",0,0,0,0,2,0
"gene-SAUSA300_RS15320","gene-SAUSA300_RS15320",0,0,0,0,0,0
"gene-SAUSA300_RS06980","gene-SAUSA300_RS06980",58,36,18,118,126,110
"gene-SAUSA300_RS06985","gene-SAUSA300_RS06985",19,14,16,29,20,25
"gene-SAUSA300_RS06990","gene-SAUSA300_RS06990",12,8,6,42,31,29
"gene-SAUSA300_RS06995","gene-SAUSA300_RS06995",15,8,23,40,36,44
"gene-SAUSA300_RS07000","gene-SAUSA300_RS07000",36,64,37,52,42,51
"gene-SAUSA300_RS07005","gene-SAUSA300_RS07005",28,19,55,36,53,31
"gene-SAUSA300_RS07010","gene-SAUSA300_RS07010",16,21,21,34,36,26
"gene-SAUSA300_RS07015","gene-SAUSA300_RS07015",0,0,0,0,0,0
"gene-SAUSA300_RS07020","gene-SAUSA300_RS07020",0,2,0,3,2,3
"gene-SAUSA300_RS07025","gene-SAUSA300_RS07025",24,14,22,32,25,36
"gene-SAUSA300_RS07030","gene-SAUSA300_RS07030",0,0,0,0,0,0
"gene-SAUSA300_RS07035","gene-SAUSA300_RS07035",34,32,32,56,16,39
"gene-SAUSA300_RS07045","gene-SAUSA300_RS07045",2,0,0,0,4,0
"gene-SAUSA300_RS07050","gene-SAUSA300_RS07050",11,5,9,36,22,41
"gene-SAUSA300_RS07055","gene-SAUSA300_RS07055",76,97,72,132,158,125
"gene-SAUSA300_RS07060","gene-SAUSA300_RS07060",144,127,173,446,355,387
"gene-SAUSA300_RS15330","gene-SAUSA300_RS15330",0,0,0,0,0,0
"gene-SAUSA300_RS07075","gene-SAUSA300_RS07075",2,0,2,2,2,2
"gene-SAUSA300_RS07080","gene-SAUSA300_RS07080",14,6,18,20,8,10
"gene-SAUSA300_RS07085","gene-SAUSA300_RS07085",2,4,5,2,4,4
"gene-SAUSA300_RS07090","gene-SAUSA300_RS07090",36,34,20,23,37,35
"gene-SAUSA300_RS07095","gene-SAUSA300_RS07095",143,198,161,271,238,263
"gene-SAUSA300_RS07100","gene-SAUSA300_RS07100",827,896,918,460,429,413
"gene-SAUSA300_RS07105","gene-SAUSA300_RS07105",2477,2501,2059,1055,1210,1150
"gene-SAUSA300_RS07110","gene-SAUSA300_RS07110",31,36,46,39,54,35
"gene-SAUSA300_RS07115","gene-SAUSA300_RS07115",38,23,20,18,42,38
"gene-SAUSA300_RS07120","gene-SAUSA300_RS07120",0,0,0,1,0,1
"gene-SAUSA300_RS07125","gene-SAUSA300_RS07125",6,4,4,6,4,2
"gene-SAUSA300_RS07130","gene-SAUSA300_RS07130",36,18,10,10,12,12
"gene-SAUSA300_RS07135","gene-SAUSA300_RS07135",14,25,10,24,17,15
"gene-SAUSA300_RS07140","gene-SAUSA300_RS07140",16,26,20,26,23,30
"gene-SAUSA300_RS07145","gene-SAUSA300_RS07145",1,4,2,2,3,0
"gene-SAUSA300_RS07150","gene-SAUSA300_RS07150",6,6,6,28,34,12
"gene-SAUSA300_RS07160","gene-SAUSA300_RS07160",50,45,51,52,45,66
"gene-SAUSA300_RS07165","gene-SAUSA300_RS07165",229,188,197,182,168,189
"gene-SAUSA300_RS07170","gene-SAUSA300_RS07170",63,73,73,93,109,98
"gene-SAUSA300_RS07175","gene-SAUSA300_RS07175",203,237,202,198,236,250
"gene-SAUSA300_RS07180","gene-SAUSA300_RS07180",21,15,16,9,11,11
"gene-SAUSA300_RS07185","gene-SAUSA300_RS07185",13,9,8,25,12,17
"gene-SAUSA300_RS07190","gene-SAUSA300_RS07190",13,2,13,12,8,9
"gene-SAUSA300_RS07195","gene-SAUSA300_RS07195",10,3,11,11,14,10
"gene-SAUSA300_RS07200","gene-SAUSA300_RS07200",29,31,25,41,26,22
"gene-SAUSA300_RS07205","gene-SAUSA300_RS07205",7,2,2,2,1,2
"gene-SAUSA300_RS07210","gene-SAUSA300_RS07210",0,0,0,2,0,0
"gene-SAUSA300_RS07215","gene-SAUSA300_RS07215",1,0,0,1,2,0
"gene-SAUSA300_RS16075","gene-SAUSA300_RS16075",0,2,0,1,3,4
"gene-SAUSA300_RS07230","gene-SAUSA300_RS07230",0,0,0,0,0,0
"gene-SAUSA300_RS07235","gene-SAUSA300_RS07235",316,234,254,98,160,120
"gene-SAUSA300_RS07240","gene-SAUSA300_RS07240",57,94,45,4,6,12
"gene-SAUSA300_RS07245","gene-SAUSA300_RS07245",104,81,123,7,7,7
"gene-SAUSA300_RS07250","gene-SAUSA300_RS07250",195,210,263,13,18,6
"gene-SAUSA300_RS07255","gene-SAUSA300_RS07255",11,19,14,2,0,2
"gene-SAUSA300_RS07260","gene-SAUSA300_RS07260",8,6,10,22,19,20
"gene-SAUSA300_RS07265","gene-SAUSA300_RS07265",22,12,6,42,33,32
"gene-SAUSA300_RS07270","gene-SAUSA300_RS07270",0,2,6,2,0,0
"gene-SAUSA300_RS07280","gene-SAUSA300_RS07280",0,0,0,0,0,2
"gene-SAUSA300_RS07285","gene-SAUSA300_RS07285",6,4,2,6,8,4
"gene-SAUSA300_RS07290","gene-SAUSA300_RS07290",200,169,178,471,297,372
"gene-SAUSA300_RS07295","gene-SAUSA300_RS07295",247,211,188,417,372,427
"gene-SAUSA300_RS07300","gene-SAUSA300_RS07300",29,45,39,76,47,66
"gene-SAUSA300_RS07305","gene-SAUSA300_RS07305",0,0,0,0,0,0
"gene-SAUSA300_RS07310","gene-SAUSA300_RS07310",58,88,64,64,51,81
"gene-SAUSA300_RS07315","gene-SAUSA300_RS07315",370,454,367,360,346,408
"gene-SAUSA300_RS07320","gene-SAUSA300_RS07320",3,5,18,9,13,14
"gene-SAUSA300_RS07325","gene-SAUSA300_RS07325",12,10,23,25,21,15
"gene-SAUSA300_RS07330","gene-SAUSA300_RS07330",10,0,8,14,16,18
"gene-SAUSA300_RS07335","gene-SAUSA300_RS07335",38,38,36,38,52,55
"gene-SAUSA300_RS07340","gene-SAUSA300_RS07340",10,2,10,6,10,18
"gene-SAUSA300_RS07345","gene-SAUSA300_RS07345",3,12,0,4,12,13
"gene-SAUSA300_RS07350","gene-SAUSA300_RS07350",16,6,5,15,6,2
"gene-SAUSA300_RS07355","gene-SAUSA300_RS07355",4,6,4,8,8,13
"gene-SAUSA300_RS07360","gene-SAUSA300_RS07360",0,0,0,2,1,2
"gene-SAUSA300_RS07365","gene-SAUSA300_RS07365",380,441,302,1368,1368,1319
"gene-SAUSA300_RS07370","gene-SAUSA300_RS07370",4,1,4,3,4,0
"gene-SAUSA300_RS07375","gene-SAUSA300_RS07375",14,8,5,7,11,11
"gene-SAUSA300_RS07380","gene-SAUSA300_RS07380",52,54,64,76,64,47
"gene-SAUSA300_RS07385","gene-SAUSA300_RS07385",32,45,60,39,34,42
"gene-SAUSA300_RS07390","gene-SAUSA300_RS07390",5,5,2,4,4,6
"gene-SAUSA300_RS07395","gene-SAUSA300_RS07395",2,0,2,1,2,2
"gene-SAUSA300_RS07400","gene-SAUSA300_RS07400",0,0,0,0,0,0
"gene-SAUSA300_RS07405","gene-SAUSA300_RS07405",0,2,0,0,0,0
"gene-SAUSA300_RS07410","gene-SAUSA300_RS07410",8,4,2,2,24,8
"gene-SAUSA300_RS07415","gene-SAUSA300_RS07415",6,8,9,8,18,16
"gene-SAUSA300_RS07420","gene-SAUSA300_RS07420",0,0,2,1,1,1
"gene-SAUSA300_RS07430","gene-SAUSA300_RS07430",3367,3543,1739,1808,2019,1802
"gene-SAUSA300_RS07435","gene-SAUSA300_RS07435",55,91,107,74,86,55
"gene-SAUSA300_RS07440","gene-SAUSA300_RS07440",44,48,66,54,42,52
"gene-SAUSA300_RS07445","gene-SAUSA300_RS07445",296,317,276,566,546,543
"gene-SAUSA300_RS07450","gene-SAUSA300_RS07450",0,1,0,0,0,0
"gene-SAUSA300_RS07460","gene-SAUSA300_RS07460",0,0,0,0,0,0
"gene-SAUSA300_RS07465","gene-SAUSA300_RS07465",6,6,3,14,10,9
"gene-SAUSA300_RS07470","gene-SAUSA300_RS07470",6,6,2,10,20,20
"gene-SAUSA300_RS07475","gene-SAUSA300_RS07475",10,14,4,28,34,22
"gene-SAUSA300_RS07480","gene-SAUSA300_RS07480",0,0,0,0,0,0
"gene-SAUSA300_RS07485","gene-SAUSA300_RS07485",554,586,834,1643,1544,1688
"gene-SAUSA300_RS07490","gene-SAUSA300_RS07490",24,20,14,20,26,21
"gene-SAUSA300_RS07495","gene-SAUSA300_RS07495",6,0,0,2,0,4
"gene-SAUSA300_RS07500","gene-SAUSA300_RS07500",1,8,4,4,4,4
"gene-SAUSA300_RS07505","gene-SAUSA300_RS07505",16,14,4,20,41,22
"gene-SAUSA300_RS07510","gene-SAUSA300_RS07510",0,0,0,0,4,2
"gene-SAUSA300_RS07515","gene-SAUSA300_RS07515",0,0,0,0,4,2
"gene-SAUSA300_RS16115","gene-SAUSA300_RS16115",0,0,0,0,0,0
"gene-SAUSA300_RS07525","gene-SAUSA300_RS07525",0,0,0,0,0,0
"gene-SAUSA300_RS07530","gene-SAUSA300_RS07530",0,0,0,0,0,0
"gene-SAUSA300_RS07535","gene-SAUSA300_RS07535",0,0,0,0,0,0
"gene-SAUSA300_RS07540","gene-SAUSA300_RS07540",136,135,195,26,26,31
"gene-SAUSA300_RS07545","gene-SAUSA300_RS07545",140,150,184,50,28,32
"gene-SAUSA300_RS07550","gene-SAUSA300_RS07550",0,0,0,0,0,2
"gene-SAUSA300_RS07555","gene-SAUSA300_RS07555",0,0,0,0,0,0
"gene-SAUSA300_RS07560","gene-SAUSA300_RS07560",0,0,0,0,0,0
"gene-SAUSA300_RS07565","gene-SAUSA300_RS07565",0,0,0,0,0,0
"gene-SAUSA300_RS07570","gene-SAUSA300_RS07570",0,0,0,0,0,0
"gene-SAUSA300_RS07575","gene-SAUSA300_RS07575",0,0,0,2,0,0
"gene-SAUSA300_RS07580","gene-SAUSA300_RS07580",2,0,4,0,4,0
"gene-SAUSA300_RS07585","gene-SAUSA300_RS07585",0,0,0,0,1,0
"gene-SAUSA300_RS07590","gene-SAUSA300_RS07590",2,0,0,0,5,0
"gene-SAUSA300_RS07595","gene-SAUSA300_RS07595",0,0,2,2,1,2
"gene-SAUSA300_RS07600","gene-SAUSA300_RS07600",56,43,26,26,28,34
"gene-SAUSA300_RS07605","gene-SAUSA300_RS07605",0,0,0,0,0,0
"gene-SAUSA300_RS07610","gene-SAUSA300_RS07610",0,0,0,0,0,0
"gene-SAUSA300_RS07615","gene-SAUSA300_RS07615",0,0,8,8,10,4
"gene-SAUSA300_RS07620","gene-SAUSA300_RS07620",0,6,0,0,2,2
"gene-SAUSA300_RS07625","gene-SAUSA300_RS07625",0,0,0,0,0,0
"gene-SAUSA300_RS07630","gene-SAUSA300_RS07630",0,0,2,0,0,0
"gene-SAUSA300_RS07635","gene-SAUSA300_RS07635",0,0,0,0,0,0
"gene-SAUSA300_RS07640","gene-SAUSA300_RS07640",0,0,2,0,0,0
"gene-SAUSA300_RS07645","gene-SAUSA300_RS07645",2,2,0,0,2,0
"gene-SAUSA300_RS07650","gene-SAUSA300_RS07650",0,0,0,0,0,0
"gene-SAUSA300_RS07655","gene-SAUSA300_RS07655",2,2,2,0,2,2
"gene-SAUSA300_RS07660","gene-SAUSA300_RS07660",0,0,0,0,0,0
"gene-SAUSA300_RS07665","gene-SAUSA300_RS07665",0,0,0,0,0,0
"gene-SAUSA300_RS07670","gene-SAUSA300_RS07670",0,0,0,0,0,0
"gene-SAUSA300_RS07675","gene-SAUSA300_RS07675",0,0,0,0,0,2
"gene-SAUSA300_RS07680","gene-SAUSA300_RS07680",8,3,4,10,8,18
"gene-SAUSA300_RS07685","gene-SAUSA300_RS07685",3,1,2,0,10,0
"gene-SAUSA300_RS07690","gene-SAUSA300_RS07690",0,0,0,0,1,0
"gene-SAUSA300_RS07695","gene-SAUSA300_RS07695",0,4,10,0,10,4
"gene-SAUSA300_RS07700","gene-SAUSA300_RS07700",0,0,0,0,0,0
"gene-SAUSA300_RS07705","gene-SAUSA300_RS07705",0,0,0,0,0,0
"gene-SAUSA300_RS07710","gene-SAUSA300_RS07710",0,0,0,0,0,2
"gene-SAUSA300_RS07715","gene-SAUSA300_RS07715",2,0,0,0,0,0
"gene-SAUSA300_RS07720","gene-SAUSA300_RS07720",0,1,0,0,0,0
"gene-SAUSA300_RS07725","gene-SAUSA300_RS07725",0,0,0,0,0,0
"gene-SAUSA300_RS07730","gene-SAUSA300_RS07730",0,0,0,0,0,0
"gene-SAUSA300_RS07735","gene-SAUSA300_RS07735",0,0,0,0,0,0
"gene-SAUSA300_RS07740","gene-SAUSA300_RS07740",0,0,0,0,0,0
"gene-SAUSA300_RS07745","gene-SAUSA300_RS07745",0,0,0,0,0,0
"gene-SAUSA300_RS07750","gene-SAUSA300_RS07750",0,0,0,0,0,0
"gene-SAUSA300_RS07755","gene-SAUSA300_RS07755",0,0,0,0,0,0
"gene-SAUSA300_RS07760","gene-SAUSA300_RS07760",0,0,0,0,0,0
"gene-SAUSA300_RS07765","gene-SAUSA300_RS07765",0,0,0,0,0,0
"gene-SAUSA300_RS07770","gene-SAUSA300_RS07770",0,4,0,2,0,0
"gene-SAUSA300_RS07775","gene-SAUSA300_RS07775",0,0,0,0,2,0
"gene-SAUSA300_RS07780","gene-SAUSA300_RS07780",0,0,0,0,0,0
"gene-SAUSA300_RS07785","gene-SAUSA300_RS07785",0,0,0,0,0,0
"gene-SAUSA300_RS07790","gene-SAUSA300_RS07790",0,1,0,0,0,0
"gene-SAUSA300_RS07795","gene-SAUSA300_RS07795",0,0,0,0,0,0
"gene-SAUSA300_RS07800","gene-SAUSA300_RS07800",0,0,0,0,0,0
"gene-SAUSA300_RS07805","gene-SAUSA300_RS07805",0,0,0,0,0,0
"gene-SAUSA300_RS07810","gene-SAUSA300_RS07810",0,0,0,0,0,0
"gene-SAUSA300_RS07815","gene-SAUSA300_RS07815",0,0,0,0,0,0
"gene-SAUSA300_RS15875","gene-SAUSA300_RS15875",0,0,0,0,0,0
"gene-SAUSA300_RS07820","gene-SAUSA300_RS07820",0,0,0,0,0,0
"gene-SAUSA300_RS07825","gene-SAUSA300_RS07825",1,0,0,4,2,3
"gene-SAUSA300_RS07830","gene-SAUSA300_RS07830",0,2,0,0,2,0
"gene-SAUSA300_RS07835","gene-SAUSA300_RS07835",0,0,0,2,0,2
"gene-SAUSA300_RS07840","gene-SAUSA300_RS07840",12,4,6,6,2,8
"gene-SAUSA300_RS07845","gene-SAUSA300_RS07845",0,1,0,0,2,2
"gene-SAUSA300_RS07850","gene-SAUSA300_RS07850",19,12,6,12,10,11
"gene-SAUSA300_RS07855","gene-SAUSA300_RS07855",0,2,0,0,3,3
"gene-SAUSA300_RS15950","gene-SAUSA300_RS15950",0,2,0,0,0,1
"gene-SAUSA300_RS07865","gene-SAUSA300_RS07865",0,0,0,0,0,0
"gene-SAUSA300_RS07870","gene-SAUSA300_RS07870",58,42,39,120,93,141
"gene-SAUSA300_RS07875","gene-SAUSA300_RS07875",32,29,10,66,58,70
"gene-SAUSA300_RS07880","gene-SAUSA300_RS07880",5,10,5,11,19,11
"gene-SAUSA300_RS07885","gene-SAUSA300_RS07885",6,2,1,15,25,15
"gene-SAUSA300_RS07890","gene-SAUSA300_RS07890",0,2,4,22,8,15
"gene-SAUSA300_RS07895","gene-SAUSA300_RS07895",0,0,0,0,2,0
"gene-SAUSA300_RS07900","gene-SAUSA300_RS07900",10,16,15,6,16,26
"gene-SAUSA300_RS07905","gene-SAUSA300_RS07905",28,14,13,15,16,22
"gene-SAUSA300_RS07910","gene-SAUSA300_RS07910",4,6,6,30,8,16
"gene-SAUSA300_RS07915","gene-SAUSA300_RS07915",50,42,56,166,160,156
"gene-SAUSA300_RS07920","gene-SAUSA300_RS07920",0,0,0,0,0,2
"gene-SAUSA300_RS07925","gene-SAUSA300_RS07925",2,0,0,0,2,0
"gene-SAUSA300_RS07930","gene-SAUSA300_RS07930",14,16,14,16,30,24
"gene-SAUSA300_RS07935","gene-SAUSA300_RS07935",0,2,2,0,0,4
"gene-SAUSA300_RS07940","gene-SAUSA300_RS07940",117,155,125,168,189,190
"gene-SAUSA300_RS07945","gene-SAUSA300_RS07945",28,38,52,91,57,80
"gene-SAUSA300_RS07950","gene-SAUSA300_RS07950",70,78,74,126,100,116
"gene-SAUSA300_RS07955","gene-SAUSA300_RS07955",0,2,0,6,7,11
"gene-SAUSA300_RS07960","gene-SAUSA300_RS07960",0,0,0,0,0,0
"gene-SAUSA300_RS07965","gene-SAUSA300_RS07965",13,35,10,36,23,32
"gene-SAUSA300_RS07970","gene-SAUSA300_RS07970",336,309,307,462,427,458
"gene-SAUSA300_RS07975","gene-SAUSA300_RS07975",44,41,53,76,89,93
"gene-SAUSA300_RS07980","gene-SAUSA300_RS07980",0,0,0,0,0,0
"gene-SAUSA300_RS07985","gene-SAUSA300_RS07985",2,0,4,4,10,8
"gene-SAUSA300_RS07990","gene-SAUSA300_RS07990",0,4,0,7,6,0
"gene-SAUSA300_RS07995","gene-SAUSA300_RS07995",85,114,106,190,227,174
"gene-SAUSA300_RS08000","gene-SAUSA300_RS08000",76,61,65,149,165,142
"gene-SAUSA300_RS08005","gene-SAUSA300_RS08005",53,49,35,105,103,76
"gene-SAUSA300_RS08010","gene-SAUSA300_RS08010",14,13,21,57,57,27
"gene-SAUSA300_RS08015","gene-SAUSA300_RS08015",8,6,0,12,32,9
"gene-SAUSA300_RS08020","gene-SAUSA300_RS08020",2,0,0,8,12,9
"gene-SAUSA300_RS08025","gene-SAUSA300_RS08025",2,0,4,12,10,10
"gene-SAUSA300_RS08030","gene-SAUSA300_RS08030",2,0,0,0,1,2
"gene-SAUSA300_RS08035","gene-SAUSA300_RS08035",23,19,7,31,39,37
"gene-SAUSA300_RS08040","gene-SAUSA300_RS08040",60,46,36,81,98,105
"gene-SAUSA300_RS08045","gene-SAUSA300_RS08045",30,30,21,66,91,93
"gene-SAUSA300_RS08050","gene-SAUSA300_RS08050",26,31,16,81,104,111
"gene-SAUSA300_RS08055","gene-SAUSA300_RS08055",4,4,4,21,9,29
"gene-SAUSA300_RS08060","gene-SAUSA300_RS08060",7,7,20,36,49,24
"gene-SAUSA300_RS08065","gene-SAUSA300_RS08065",23,6,17,37,32,34
"gene-SAUSA300_RS08070","gene-SAUSA300_RS08070",2,7,5,9,17,11
"gene-SAUSA300_RS08075","gene-SAUSA300_RS08075",2,1,0,2,5,4
"gene-SAUSA300_RS08080","gene-SAUSA300_RS08080",2,4,0,6,16,6
"gene-SAUSA300_RS08085","gene-SAUSA300_RS08085",8,6,10,9,14,20
"gene-SAUSA300_RS08090","gene-SAUSA300_RS08090",2,0,0,0,0,2
"gene-SAUSA300_RS08095","gene-SAUSA300_RS08095",16,10,4,2,2,4
"gene-SAUSA300_RS08100","gene-SAUSA300_RS08100",0,0,1,0,2,0
"gene-SAUSA300_RS08105","gene-SAUSA300_RS08105",0,0,0,0,2,1
"gene-SAUSA300_RS08110","gene-SAUSA300_RS08110",0,0,4,1,0,2
"gene-SAUSA300_RS08115","gene-SAUSA300_RS08115",0,2,0,2,2,0
"gene-SAUSA300_RS08120","gene-SAUSA300_RS08120",0,0,0,2,0,2
"gene-SAUSA300_RS08125","gene-SAUSA300_RS08125",0,0,0,0,0,0
"gene-SAUSA300_RS08130","gene-SAUSA300_RS08130",0,0,0,0,0,0
"gene-SAUSA300_RS08135","gene-SAUSA300_RS08135",70,53,51,56,48,69
"gene-SAUSA300_RS08140","gene-SAUSA300_RS08140",10,4,10,28,16,18
"gene-SAUSA300_RS08145","gene-SAUSA300_RS08145",12,10,14,26,44,40
"gene-SAUSA300_RS08150","gene-SAUSA300_RS08150",2,2,0,6,9,4
"gene-SAUSA300_RS08155","gene-SAUSA300_RS08155",19,22,17,66,74,108
"gene-SAUSA300_RS08160","gene-SAUSA300_RS08160",0,2,5,24,18,10
"gene-SAUSA300_RS08165","gene-SAUSA300_RS08165",29,43,16,117,95,97
"gene-SAUSA300_RS08170","gene-SAUSA300_RS08170",7,9,12,52,52,22
"gene-SAUSA300_RS08175","gene-SAUSA300_RS08175",2,0,4,18,13,13
"gene-SAUSA300_RS08180","gene-SAUSA300_RS08180",10,2,2,10,7,7
"gene-SAUSA300_RS08185","gene-SAUSA300_RS08185",0,0,0,0,0,0
"gene-SAUSA300_RS08190","gene-SAUSA300_RS08190",0,0,0,0,0,0
"gene-SAUSA300_RS08195","gene-SAUSA300_RS08195",0,0,0,0,0,0
"gene-SAUSA300_RS08200","gene-SAUSA300_RS08200",0,0,0,0,0,0
"gene-SAUSA300_RS08205","gene-SAUSA300_RS08205",0,0,0,0,0,0
"gene-SAUSA300_RS08210","gene-SAUSA300_RS08210",2,0,0,1,0,0
"gene-SAUSA300_RS08215","gene-SAUSA300_RS08215",0,14,0,0,0,2
"gene-SAUSA300_RS08220","gene-SAUSA300_RS08220",24,7,16,30,14,41
"gene-SAUSA300_RS08225","gene-SAUSA300_RS08225",6,17,11,26,13,14
"gene-SAUSA300_RS08230","gene-SAUSA300_RS08230",12,10,16,18,8,12
"gene-SAUSA300_RS08235","gene-SAUSA300_RS08235",0,0,0,0,0,0
"gene-SAUSA300_RS08240","gene-SAUSA300_RS08240",6,12,14,24,20,4
"gene-SAUSA300_RS08245","gene-SAUSA300_RS08245",3,2,2,0,4,4
"gene-SAUSA300_RS08250","gene-SAUSA300_RS08250",5,4,0,9,12,14
"gene-SAUSA300_RS08255","gene-SAUSA300_RS08255",49,36,68,73,72,76
"gene-SAUSA300_RS08260","gene-SAUSA300_RS08260",546,570,624,398,386,422
"gene-SAUSA300_RS08265","gene-SAUSA300_RS08265",0,0,0,2,0,0
"gene-SAUSA300_RS08270","gene-SAUSA300_RS08270",4,0,2,16,6,6
"gene-SAUSA300_RS08275","gene-SAUSA300_RS08275",0,8,0,2,6,2
"gene-SAUSA300_RS08280","gene-SAUSA300_RS08280",26,27,30,24,26,34
"gene-SAUSA300_RS08285","gene-SAUSA300_RS08285",18,26,30,35,28,31
"gene-SAUSA300_RS08290","gene-SAUSA300_RS08290",25,22,22,42,50,38
