"name","gene","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6"
"gene-SAUSA300_RS04940","gene-SAUSA300_RS04940",13,4,12,10,22,14
"gene-SAUSA300_RS04945","gene-SAUSA300_RS04945",1,1,0,0,0,1
"gene-SAUSA300_RS04950","gene-SAUSA300_RS04950",56,45,41,57,83,64
"gene-SAUSA300_RS04955","gene-SAUSA300_RS04955",9,14,15,42,41,39
"gene-SAUSA300_RS04960","gene-SAUSA300_RS04960",10,9,6,16,12,14
"gene-SAUSA300_RS04965","gene-SAUSA300_RS04965",14,19,18,52,22,44
"gene-SAUSA300_RS04970","gene-SAUSA300_RS04970",12,6,6,16,12,14
"gene-SAUSA300_RS04985","gene-SAUSA300_RS04985",14,4,6,4,10,2
"gene-SAUSA300_RS04990","gene-SAUSA300_RS04990",376,448,342,596,612,768
"gene-SAUSA300_RS04995","gene-SAUSA300_RS04995",0,4,10,14,4,14
"gene-SAUSA300_RS05000","gene-SAUSA300_RS05000",0,1,4,2,11,10
"gene-SAUSA300_RS05005","gene-SAUSA300_RS05005",2,0,0,12,12,9
"gene-SAUSA300_RS15985","gene-SAUSA300_RS15985",7,8,4,0,2,1
"gene-SAUSA300_RS05015","gene-SAUSA300_RS05015",0,0,0,0,0,0
"gene-SAUSA300_RS15255","gene-SAUSA300_RS15255",0,0,0,0,0,0
"gene-SAUSA300_RS05020","gene-SAUSA300_RS05020",0,0,2,0,0,0
"gene-SAUSA300_RS05025","gene-SAUSA300_RS05025",0,0,0,0,0,0
"gene-SAUSA300_RS05030","gene-SAUSA300_RS05030",0,2,2,2,0,2
"gene-SAUSA300_RS15260","gene-SAUSA300_RS15260",6,4,2,20,20,20
"gene-SAUSA300_RS05040","gene-SAUSA300_RS05040",0,0,0,0,0,0
"gene-SAUSA300_RS05045","gene-SAUSA300_RS05045",4,0,2,0,0,0
"gene-SAUSA300_RS05050","gene-SAUSA300_RS05050",0,2,0,0,2,0
"gene-SAUSA300_RS05055","gene-SAUSA300_RS05055",0,6,2,0,6,2
"gene-SAUSA300_RS05060","gene-SAUSA300_RS05060",6,0,0,2,2,4
"gene-SAUSA300_RS05065","gene-SAUSA300_RS05065",0,2,0,0,0,0
"gene-SAUSA300_RS05070","gene-SAUSA300_RS05070",0,0,0,4,2,2
"gene-SAUSA300_RS05075","gene-SAUSA300_RS05075",8,12,6,12,14,6
"gene-SAUSA300_RS15990","gene-SAUSA300_RS15990",0,0,0,0,0,0
"gene-SAUSA300_RS05080","gene-SAUSA300_RS05080",0,3,4,1,3,4
"gene-SAUSA300_RS05085","gene-SAUSA300_RS05085",14,18,18,15,6,17
"gene-SAUSA300_RS05090","gene-SAUSA300_RS05090",10,2,12,18,12,4
"gene-SAUSA300_RS05095","gene-SAUSA300_RS05095",60,82,58,54,50,64
"gene-SAUSA300_RS05100","gene-SAUSA300_RS05100",14,6,23,8,13,4
"gene-SAUSA300_RS05105","gene-SAUSA300_RS05105",63,57,91,81,25,55
"gene-SAUSA300_RS05110","gene-SAUSA300_RS05110",94,104,76,46,38,65
"gene-SAUSA300_RS05115","gene-SAUSA300_RS05115",14,10,20,12,10,22
"gene-SAUSA300_RS05120","gene-SAUSA300_RS05120",2,0,0,2,6,2
"gene-SAUSA300_RS05125","gene-SAUSA300_RS05125",2,2,2,0,2,2
"gene-SAUSA300_RS05130","gene-SAUSA300_RS05130",0,0,0,0,0,0
"gene-SAUSA300_RS05135","gene-SAUSA300_RS05135",296,249,304,334,432,465
"gene-SAUSA300_RS05140","gene-SAUSA300_RS05140",0,0,0,0,0,0
"gene-SAUSA300_RS05145","gene-SAUSA300_RS05145",11,10,12,32,28,19
"gene-SAUSA300_RS05150","gene-SAUSA300_RS05150",53,46,63,85,78,70
"gene-SAUSA300_RS05155","gene-SAUSA300_RS05155",0,6,2,8,8,4
"gene-SAUSA300_RS05160","gene-SAUSA300_RS05160",183,190,189,145,215,184
"gene-SAUSA300_RS05165","gene-SAUSA300_RS05165",1063,1073,1164,1367,1174,1261
"gene-SAUSA300_RS05170","gene-SAUSA300_RS05170",3375,3458,4718,4778,4404,4201
"gene-SAUSA300_RS05175","gene-SAUSA300_RS05175",1007,1033,1177,1492,1251,1142
"gene-SAUSA300_RS05180","gene-SAUSA300_RS05180",0,0,0,0,0,0
"gene-SAUSA300_RS05185","gene-SAUSA300_RS05185",58,59,34,22,26,24
"gene-SAUSA300_RS05190","gene-SAUSA300_RS05190",473,512,380,637,515,646
"gene-SAUSA300_RS05195","gene-SAUSA300_RS05195",4,5,4,0,0,0
"gene-SAUSA300_RS05200","gene-SAUSA300_RS05200",14,12,7,11,8,2
"gene-SAUSA300_RS05205","gene-SAUSA300_RS05205",0,2,2,0,1,0
"gene-SAUSA300_RS05210","gene-SAUSA300_RS05210",0,0,0,4,0,0
"gene-SAUSA300_RS05215","gene-SAUSA300_RS05215",15,15,12,4,2,9
"gene-SAUSA300_RS05220","gene-SAUSA300_RS05220",141,121,120,21,45,42
"gene-SAUSA300_RS05225","gene-SAUSA300_RS05225",233,211,238,66,54,82
"gene-SAUSA300_RS05230","gene-SAUSA300_RS05230",99,102,121,17,39,28
"gene-SAUSA300_RS05235","gene-SAUSA300_RS05235",105,83,133,23,22,32
"gene-SAUSA300_RS05240","gene-SAUSA300_RS05240",505,460,763,191,125,176
"gene-SAUSA300_RS05245","gene-SAUSA300_RS05245",418,501,467,100,90,101
"gene-SAUSA300_RS05250","gene-SAUSA300_RS05250",8,5,12,16,12,6
"gene-SAUSA300_RS05255","gene-SAUSA300_RS05255",30,15,28,38,29,31
"gene-SAUSA300_RS05260","gene-SAUSA300_RS05260",8,14,10,23,6,30
"gene-SAUSA300_RS05270","gene-SAUSA300_RS05270",6,3,0,0,2,3
"gene-SAUSA300_RS05275","gene-SAUSA300_RS05275",51,52,60,103,66,91
"gene-SAUSA300_RS05280","gene-SAUSA300_RS05280",4,14,2,28,10,6
"gene-SAUSA300_RS05285","gene-SAUSA300_RS05285",37,24,23,24,23,31
"gene-SAUSA300_RS05290","gene-SAUSA300_RS05290",66,88,55,96,99,89
"gene-SAUSA300_RS05295","gene-SAUSA300_RS05295",537,632,560,734,619,721
"gene-SAUSA300_RS05300","gene-SAUSA300_RS05300",2,0,0,0,5,0
"gene-SAUSA300_RS05305","gene-SAUSA300_RS05305",4,4,0,6,18,26
"gene-SAUSA300_RS05310","gene-SAUSA300_RS05310",4,8,2,11,16,16
"gene-SAUSA300_RS05315","gene-SAUSA300_RS05315",28,27,19,18,23,23
"gene-SAUSA300_RS05325","gene-SAUSA300_RS05325",46,30,52,112,84,74
"gene-SAUSA300_RS05330","gene-SAUSA300_RS05330",0,1,4,2,1,0
"gene-SAUSA300_RS05335","gene-SAUSA300_RS05335",0,0,0,0,0,0
"gene-SAUSA300_RS05340","gene-SAUSA300_RS05340",4,4,2,14,8,10
"gene-SAUSA300_RS05345","gene-SAUSA300_RS05345",16,16,26,54,54,54
"gene-SAUSA300_RS05350","gene-SAUSA300_RS05350",370,388,309,372,471,481
"gene-SAUSA300_RS05355","gene-SAUSA300_RS05355",395,342,326,508,524,574
"gene-SAUSA300_RS05360","gene-SAUSA300_RS05360",456,489,382,577,571,557
"gene-SAUSA300_RS05365","gene-SAUSA300_RS05365",740,860,708,767,805,705
"gene-SAUSA300_RS05370","gene-SAUSA300_RS05370",0,4,4,6,1,6
"gene-SAUSA300_RS05375","gene-SAUSA300_RS05375",1,0,2,0,0,2
"gene-SAUSA300_RS05380","gene-SAUSA300_RS05380",6,0,2,1,2,2
"gene-SAUSA300_RS05385","gene-SAUSA300_RS05385",9,6,3,0,0,0
"gene-SAUSA300_RS05390","gene-SAUSA300_RS05390",6,4,5,2,2,3
"gene-SAUSA300_RS05395","gene-SAUSA300_RS05395",88,83,44,129,132,142
"gene-SAUSA300_RS05400","gene-SAUSA300_RS05400",317,299,406,769,733,875
"gene-SAUSA300_RS05405","gene-SAUSA300_RS05405",8,4,0,12,14,8
"gene-SAUSA300_RS05410","gene-SAUSA300_RS05410",30,18,32,32,38,28
"gene-SAUSA300_RS05415","gene-SAUSA300_RS05415",4,4,4,20,7,4
"gene-SAUSA300_RS05420","gene-SAUSA300_RS05420",204,230,180,340,320,303
"gene-SAUSA300_RS05425","gene-SAUSA300_RS05425",4,0,0,8,4,0
"gene-SAUSA300_RS05430","gene-SAUSA300_RS05430",10,6,6,24,14,30
"gene-SAUSA300_RS05435","gene-SAUSA300_RS05435",0,1,2,16,10,10
"gene-SAUSA300_RS05440","gene-SAUSA300_RS05440",8,6,3,11,22,17
"gene-SAUSA300_RS05445","gene-SAUSA300_RS05445",6,6,8,12,28,20
"gene-SAUSA300_RS05450","gene-SAUSA300_RS05450",6,4,0,14,10,6
"gene-SAUSA300_RS05455","gene-SAUSA300_RS05455",150,138,158,194,136,167
"gene-SAUSA300_RS05460","gene-SAUSA300_RS05460",8,4,6,16,20,16
"gene-SAUSA300_RS05465","gene-SAUSA300_RS05465",26,22,17,33,27,33
"gene-SAUSA300_RS05470","gene-SAUSA300_RS05470",6,5,9,20,4,14
"gene-SAUSA300_RS05480","gene-SAUSA300_RS05480",26,10,20,44,30,24
"gene-SAUSA300_RS05485","gene-SAUSA300_RS05485",8,11,4,8,10,12
"gene-SAUSA300_RS05490","gene-SAUSA300_RS05490",2,2,12,14,16,16
"gene-SAUSA300_RS05495","gene-SAUSA300_RS05495",0,0,0,0,0,0
"gene-SAUSA300_RS05500","gene-SAUSA300_RS05500",1,1,0,1,0,0
"gene-SAUSA300_RS05505","gene-SAUSA300_RS05505",9,6,3,10,12,4
"gene-SAUSA300_RS05510","gene-SAUSA300_RS05510",2,0,6,2,4,1
"gene-SAUSA300_RS05515","gene-SAUSA300_RS05515",1,4,5,2,0,3
"gene-SAUSA300_RS05520","gene-SAUSA300_RS05520",41,44,31,47,36,32
"gene-SAUSA300_RS05530","gene-SAUSA300_RS05530",5,11,10,11,11,9
"gene-SAUSA300_RS05535","gene-SAUSA300_RS05535",0,0,0,0,2,2
"gene-SAUSA300_RS05540","gene-SAUSA300_RS05540",0,4,2,2,0,2
"gene-SAUSA300_RS05545","gene-SAUSA300_RS05545",0,0,0,0,0,0
"gene-SAUSA300_RS05550","gene-SAUSA300_RS05550",0,2,0,0,0,0
"gene-SAUSA300_RS05555","gene-SAUSA300_RS05555",0,0,0,0,0,2
"gene-SAUSA300_RS05560","gene-SAUSA300_RS05560",2,0,0,0,0,0
"gene-SAUSA300_RS05565","gene-SAUSA300_RS05565",0,0,0,0,0,0
"gene-SAUSA300_RS05570","gene-SAUSA300_RS05570",0,0,0,0,0,0
"gene-SAUSA300_RS05575","gene-SAUSA300_RS05575",2,0,0,0,0,0
"gene-SAUSA300_RS05580","gene-SAUSA300_RS05580",2,8,4,0,4,11
"gene-SAUSA300_RS05585","gene-SAUSA300_RS05585",17,9,20,14,18,10
"gene-SAUSA300_RS05590","gene-SAUSA300_RS05590",90,108,94,88,60,83
"gene-SAUSA300_RS05595","gene-SAUSA300_RS05595",4,0,0,0,0,4
"gene-SAUSA300_RS05600","gene-SAUSA300_RS05600",1,4,0,2,4,7
"gene-SAUSA300_RS05605","gene-SAUSA300_RS05605",5,8,9,23,23,23
"gene-SAUSA300_RS05610","gene-SAUSA300_RS05610",30,19,29,69,46,49
"gene-SAUSA300_RS05615","gene-SAUSA300_RS05615",88,86,92,110,127,142
"gene-SAUSA300_RS05620","gene-SAUSA300_RS05620",41,53,15,87,119,100
"gene-SAUSA300_RS05625","gene-SAUSA300_RS05625",0,0,0,0,0,2
"gene-SAUSA300_RS05630","gene-SAUSA300_RS05630",86,97,68,84,91,75
"gene-SAUSA300_RS05635","gene-SAUSA300_RS05635",10,25,6,48,38,36
"gene-SAUSA300_RS05640","gene-SAUSA300_RS05640",419,407,437,791,717,746
"gene-SAUSA300_RS05645","gene-SAUSA300_RS05645",217,214,249,372,321,302
"gene-SAUSA300_RS05650","gene-SAUSA300_RS05650",44,37,47,47,39,30
"gene-SAUSA300_RS05655","gene-SAUSA300_RS05655",30,26,38,29,24,24
"gene-SAUSA300_RS05660","gene-SAUSA300_RS05660",29,26,31,32,19,15
"gene-SAUSA300_RS05665","gene-SAUSA300_RS05665",0,0,0,0,0,0
"gene-SAUSA300_RS05670","gene-SAUSA300_RS05670",2,2,0,0,2,0
"gene-SAUSA300_RS05675","gene-SAUSA300_RS05675",0,0,0,0,0,0
"gene-SAUSA300_RS05680","gene-SAUSA300_RS05680",82,110,45,0,2,0
"gene-SAUSA300_RS05685","gene-SAUSA300_RS05685",4,0,2,2,0,1
"gene-SAUSA300_RS05690","gene-SAUSA300_RS05690",4,6,0,0,0,4
"gene-SAUSA300_RS05695","gene-SAUSA300_RS05695",3,4,0,0,0,0
"gene-SAUSA300_RS05705","gene-SAUSA300_RS05705",0,2,0,6,2,7
"gene-SAUSA300_RS05715","gene-SAUSA300_RS05715",0,1,1,0,7,2
"gene-SAUSA300_RS05720","gene-SAUSA300_RS05720",4986,4393,4537,182,273,290
"gene-SAUSA300_RS05725","gene-SAUSA300_RS05725",0,0,0,0,0,0
"gene-SAUSA300_RS05730","gene-SAUSA300_RS05730",0,0,0,0,0,0
"gene-SAUSA300_RS05740","gene-SAUSA300_RS05740",2,4,0,0,0,0
"gene-SAUSA300_RS05745","gene-SAUSA300_RS05745",0,0,0,0,0,0
"gene-SAUSA300_RS05750","gene-SAUSA300_RS05750",0,0,0,0,2,2
"gene-SAUSA300_RS05755","gene-SAUSA300_RS05755",4,2,2,0,0,2
"gene-SAUSA300_RS05760","gene-SAUSA300_RS05760",8,14,5,2,5,0
"gene-SAUSA300_RS05765","gene-SAUSA300_RS05765",40,20,24,15,24,16
"gene-SAUSA300_RS05770","gene-SAUSA300_RS05770",1,2,4,4,0,2
"gene-SAUSA300_RS05775","gene-SAUSA300_RS05775",2,0,0,6,2,6
"gene-SAUSA300_RS05780","gene-SAUSA300_RS05780",0,0,0,0,0,0
"gene-SAUSA300_RS05790","gene-SAUSA300_RS05790",132,174,74,28,58,84
"gene-SAUSA300_RS05795","gene-SAUSA300_RS05795",162,165,145,102,54,156
"gene-SAUSA300_RS05800","gene-SAUSA300_RS05800",8,8,10,30,39,40
"gene-SAUSA300_RS05805","gene-SAUSA300_RS05805",38,38,28,148,99,152
"gene-SAUSA300_RS05810","gene-SAUSA300_RS05810",52,26,32,54,30,28
"gene-SAUSA300_RS05815","gene-SAUSA300_RS05815",187,153,86,190,233,240
"gene-SAUSA300_RS05820","gene-SAUSA300_RS05820",167,203,95,224,343,277
"gene-SAUSA300_RS05825","gene-SAUSA300_RS05825",4,8,14,43,40,67
"gene-SAUSA300_RS05830","gene-SAUSA300_RS05830",53,78,66,319,314,362
"gene-SAUSA300_RS05835","gene-SAUSA300_RS05835",0,0,0,8,4,4
"gene-SAUSA300_RS05840","gene-SAUSA300_RS05840",8,12,9,31,37,44
"gene-SAUSA300_RS05845","gene-SAUSA300_RS05845",18,27,27,47,87,54
"gene-SAUSA300_RS05850","gene-SAUSA300_RS05850",147,122,159,328,243,262
"gene-SAUSA300_RS05855","gene-SAUSA300_RS05855",250,261,256,395,340,379
"gene-SAUSA300_RS05860","gene-SAUSA300_RS05860",23,8,14,20,27,30
"gene-SAUSA300_RS05865","gene-SAUSA300_RS05865",36,38,48,66,79,81
"gene-SAUSA300_RS05870","gene-SAUSA300_RS05870",65,93,126,127,158,128
"gene-SAUSA300_RS05875","gene-SAUSA300_RS05875",18,5,11,25,26,14
"gene-SAUSA300_RS05880","gene-SAUSA300_RS05880",1,0,0,4,8,4
"gene-SAUSA300_RS05885","gene-SAUSA300_RS05885",30,17,20,110,74,108
"gene-SAUSA300_RS05890","gene-SAUSA300_RS05890",16,28,8,22,20,26
"gene-SAUSA300_RS05895","gene-SAUSA300_RS05895",0,3,6,9,9,12
"gene-SAUSA300_RS05900","gene-SAUSA300_RS05900",0,0,0,0,0,0
"gene-SAUSA300_RS05905","gene-SAUSA300_RS05905",2,5,0,0,0,2
"gene-SAUSA300_RS05910","gene-SAUSA300_RS05910",18,17,30,29,36,31
"gene-SAUSA300_RS05915","gene-SAUSA300_RS05915",5,2,2,0,4,0
"gene-SAUSA300_RS05920","gene-SAUSA300_RS05920",4,2,2,14,4,12
"gene-SAUSA300_RS05925","gene-SAUSA300_RS05925",0,4,4,10,12,28
"gene-SAUSA300_RS05930","gene-SAUSA300_RS05930",10,14,4,14,34,40
"gene-SAUSA300_RS05935","gene-SAUSA300_RS05935",12,10,1,18,29,25
"gene-SAUSA300_RS05940","gene-SAUSA300_RS05940",21,27,20,49,39,64
"gene-SAUSA300_RS05945","gene-SAUSA300_RS05945",4,13,5,0,5,6
"gene-SAUSA300_RS05950","gene-SAUSA300_RS05950",1,8,6,6,6,4
"gene-SAUSA300_RS05955","gene-SAUSA300_RS05955",2,12,4,9,7,4
"gene-SAUSA300_RS05960","gene-SAUSA300_RS05960",54,38,29,74,103,78
"gene-SAUSA300_RS05965","gene-SAUSA300_RS05965",28,22,24,73,76,70
"gene-SAUSA300_RS05970","gene-SAUSA300_RS05970",19,33,10,51,33,45
"gene-SAUSA300_RS05975","gene-SAUSA300_RS05975",6,2,2,8,11,6
"gene-SAUSA300_RS05980","gene-SAUSA300_RS05980",7,6,4,17,18,14
"gene-SAUSA300_RS05985","gene-SAUSA300_RS05985",10,10,9,32,24,28
"gene-SAUSA300_RS05990","gene-SAUSA300_RS05990",0,0,0,2,0,0
"gene-SAUSA300_RS05995","gene-SAUSA300_RS05995",228,244,202,282,348,360
"gene-SAUSA300_RS06000","gene-SAUSA300_RS06000",4,0,2,2,2,0
"gene-SAUSA300_RS06005","gene-SAUSA300_RS06005",15,12,2,14,15,18
"gene-SAUSA300_RS06010","gene-SAUSA300_RS06010",13,16,10,9,32,16
"gene-SAUSA300_RS06015","gene-SAUSA300_RS06015",14,5,14,28,19,21
"gene-SAUSA300_RS06020","gene-SAUSA300_RS06020",8,7,2,4,8,9
"gene-SAUSA300_RS06025","gene-SAUSA300_RS06025",10,8,16,40,26,38
"gene-SAUSA300_RS06030","gene-SAUSA300_RS06030",4,10,2,10,20,6
"gene-SAUSA300_RS06035","gene-SAUSA300_RS06035",6,11,5,20,22,10
"gene-SAUSA300_RS06040","gene-SAUSA300_RS06040",24,26,16,37,24,52
"gene-SAUSA300_RS06045","gene-SAUSA300_RS06045",1050,618,492,140,138,116
"gene-SAUSA300_RS06050","gene-SAUSA300_RS06050",1,4,6,10,10,7
"gene-SAUSA300_RS06055","gene-SAUSA300_RS06055",12,16,14,47,31,72
"gene-SAUSA300_RS06060","gene-SAUSA300_RS06060",21,23,30,42,70,49
"gene-SAUSA300_RS06065","gene-SAUSA300_RS06065",44,16,43,66,56,65
"gene-SAUSA300_RS06070","gene-SAUSA300_RS06070",104,104,94,175,195,183
"gene-SAUSA300_RS06075","gene-SAUSA300_RS06075",85,93,80,128,117,131
"gene-SAUSA300_RS06080","gene-SAUSA300_RS06080",107,94,111,109,125,117
"gene-SAUSA300_RS06090","gene-SAUSA300_RS06090",178,152,117,125,108,130
"gene-SAUSA300_RS06095","gene-SAUSA300_RS06095",0,4,4,0,2,1
"gene-SAUSA300_RS06100","gene-SAUSA300_RS06100",6,10,8,20,26,40
"gene-SAUSA300_RS06105","gene-SAUSA300_RS06105",26,27,26,38,28,31
"gene-SAUSA300_RS06110","gene-SAUSA300_RS06110",0,1,0,6,3,0
"gene-SAUSA300_RS06115","gene-SAUSA300_RS06115",58,74,90,152,102,157
"gene-SAUSA300_RS06120","gene-SAUSA300_RS06120",2,8,2,2,0,4
"gene-SAUSA300_RS06125","gene-SAUSA300_RS06125",1,6,1,2,2,6
"gene-SAUSA300_RS06130","gene-SAUSA300_RS06130",1,3,4,6,4,2
"gene-SAUSA300_RS06135","gene-SAUSA300_RS06135",156,122,42,60,74,62
"gene-SAUSA300_RS06145","gene-SAUSA300_RS06145",18,10,32,22,35,52
"gene-SAUSA300_RS06150","gene-SAUSA300_RS06150",2,1,0,5,3,9
"gene-SAUSA300_RS06155","gene-SAUSA300_RS06155",8,7,11,17,8,21
"gene-SAUSA300_RS06160","gene-SAUSA300_RS06160",169,177,215,396,257,356
"gene-SAUSA300_RS06165","gene-SAUSA300_RS06165",306,328,306,365,290,259
"gene-SAUSA300_RS06170","gene-SAUSA300_RS06170",10,8,12,0,0,4
"gene-SAUSA300_RS06175","gene-SAUSA300_RS06175",2,0,2,4,0,8
"gene-SAUSA300_RS06180","gene-SAUSA300_RS06180",0,0,0,0,0,0
"gene-SAUSA300_RS06185","gene-SAUSA300_RS06185",34,33,26,64,50,62
"gene-SAUSA300_RS06190","gene-SAUSA300_RS06190",57,47,46,63,40,74
"gene-SAUSA300_RS06195","gene-SAUSA300_RS06195",32,26,19,59,80,83
"gene-SAUSA300_RS06200","gene-SAUSA300_RS06200",15,12,20,97,59,60
"gene-SAUSA300_RS06205","gene-SAUSA300_RS06205",94,93,110,349,316,344
"gene-SAUSA300_RS06210","gene-SAUSA300_RS06210",85,86,126,287,288,240
"gene-SAUSA300_RS06215","gene-SAUSA300_RS06215",0,0,1,0,1,1
"gene-SAUSA300_RS06220","gene-SAUSA300_RS06220",135,146,70,98,104,151
"gene-SAUSA300_RS06225","gene-SAUSA300_RS06225",1,3,1,6,1,4
"gene-SAUSA300_RS06230","gene-SAUSA300_RS06230",126,126,90,218,192,182
"gene-SAUSA300_RS06235","gene-SAUSA300_RS06235",11,7,16,5,9,9
"gene-SAUSA300_RS06240","gene-SAUSA300_RS06240",18,12,7,19,21,28
"gene-SAUSA300_RS06245","gene-SAUSA300_RS06245",2,2,0,4,6,10
"gene-SAUSA300_RS06250","gene-SAUSA300_RS06250",2,0,0,6,2,6
"gene-SAUSA300_RS06255","gene-SAUSA300_RS06255",15,9,18,156,159,135
"gene-SAUSA300_RS06260","gene-SAUSA300_RS06260",101,87,92,270,216,232
"gene-SAUSA300_RS06265","gene-SAUSA300_RS06265",98,155,120,128,137,150
"gene-SAUSA300_RS06270","gene-SAUSA300_RS06270",14,6,10,30,22,38
"gene-SAUSA300_RS06275","gene-SAUSA300_RS06275",30,25,21,55,82,77
"gene-SAUSA300_RS06280","gene-SAUSA300_RS06280",10,9,7,22,28,23
"gene-SAUSA300_RS06285","gene-SAUSA300_RS06285",3,8,5,29,13,38
"gene-SAUSA300_RS06290","gene-SAUSA300_RS06290",93,96,89,249,205,214
"gene-SAUSA300_RS06295","gene-SAUSA300_RS06295",8,8,4,8,5,2
"gene-SAUSA300_RS06300","gene-SAUSA300_RS06300",4,0,2,2,4,10
"gene-SAUSA300_RS06305","gene-SAUSA300_RS06305",24,23,22,54,56,80
"gene-SAUSA300_RS06310","gene-SAUSA300_RS06310",341,296,152,298,385,436
"gene-SAUSA300_RS06315","gene-SAUSA300_RS06315",168,159,158,202,212,198
"gene-SAUSA300_RS06320","gene-SAUSA300_RS06320",89,69,83,184,127,160
"gene-SAUSA300_RS06325","gene-SAUSA300_RS06325",100,116,96,252,250,318
"gene-SAUSA300_RS06330","gene-SAUSA300_RS06330",16,20,25,39,12,25
"gene-SAUSA300_RS06335","gene-SAUSA300_RS06335",0,0,0,2,4,0
"gene-SAUSA300_RS06340","gene-SAUSA300_RS06340",6,5,10,0,8,4
"gene-SAUSA300_RS06345","gene-SAUSA300_RS06345",11,12,7,15,0,20
"gene-SAUSA300_RS06350","gene-SAUSA300_RS06350",44,37,26,72,55,66
"gene-SAUSA300_RS06355","gene-SAUSA300_RS06355",6,10,13,38,41,27
"gene-SAUSA300_RS06360","gene-SAUSA300_RS06360",24,32,52,65,52,69
"gene-SAUSA300_RS06365","gene-SAUSA300_RS06365",4,6,4,14,23,8
"gene-SAUSA300_RS06370","gene-SAUSA300_RS06370",165,160,108,160,150,158
"gene-SAUSA300_RS06375","gene-SAUSA300_RS06375",807,778,633,1198,1284,1333
"gene-SAUSA300_RS06380","gene-SAUSA300_RS06380",14,10,6,12,32,32
"gene-SAUSA300_RS06385","gene-SAUSA300_RS06385",2,0,4,2,8,0
"gene-SAUSA300_RS06390","gene-SAUSA300_RS06390",49,30,48,24,23,18
"gene-SAUSA300_RS06395","gene-SAUSA300_RS06395",27,9,19,11,20,7
"gene-SAUSA300_RS06400","gene-SAUSA300_RS06400",2,4,2,0,0,0
"gene-SAUSA300_RS06405","gene-SAUSA300_RS06405",4,7,13,25,17,21
"gene-SAUSA300_RS06410","gene-SAUSA300_RS06410",12,6,21,30,27,30
"gene-SAUSA300_RS06415","gene-SAUSA300_RS06415",12,8,18,50,27,59
"gene-SAUSA300_RS06420","gene-SAUSA300_RS06420",2,4,2,3,18,12
"gene-SAUSA300_RS06425","gene-SAUSA300_RS06425",2,8,3,5,0,8
"gene-SAUSA300_RS06430","gene-SAUSA300_RS06430",1,2,2,7,0,8
"gene-SAUSA300_RS06435","gene-SAUSA300_RS06435",26,24,29,64,62,67
"gene-SAUSA300_RS06440","gene-SAUSA300_RS06440",26,28,23,56,44,69
"gene-SAUSA300_RS06445","gene-SAUSA300_RS06445",32,32,42,220,162,188
"gene-SAUSA300_RS06450","gene-SAUSA300_RS06450",0,4,0,4,0,2
"gene-SAUSA300_RS06455","gene-SAUSA300_RS06455",8,4,0,8,5,4
"gene-SAUSA300_RS06460","gene-SAUSA300_RS06460",2,8,4,2,6,9
"gene-SAUSA300_RS06465","gene-SAUSA300_RS06465",12,20,8,36,34,54
"gene-SAUSA300_RS06470","gene-SAUSA300_RS06470",3,6,2,4,6,4
"gene-SAUSA300_RS06475","gene-SAUSA300_RS06475",16,8,16,16,16,14
"gene-SAUSA300_RS06480","gene-SAUSA300_RS06480",10,18,5,35,42,49
"gene-SAUSA300_RS06485","gene-SAUSA300_RS06485",126,132,102,300,232,292
"gene-SAUSA300_RS06490","gene-SAUSA300_RS06490",0,0,0,0,0,0
"gene-SAUSA300_RS06495","gene-SAUSA300_RS06495",0,0,0,0,0,0
"gene-SAUSA300_RS06500","gene-SAUSA300_RS06500",0,0,0,2,0,2
"gene-SAUSA300_RS06505","gene-SAUSA300_RS06505",0,0,0,0,0,0
"gene-SAUSA300_RS06510","gene-SAUSA300_RS06510",0,0,0,2,0,2
"gene-SAUSA300_RS06515","gene-SAUSA300_RS06515",0,0,1,0,0,0
"gene-SAUSA300_RS06525","gene-SAUSA300_RS06525",0,0,0,0,0,0
"gene-SAUSA300_RS15995","gene-SAUSA300_RS15995",0,0,0,0,0,0
"gene-SAUSA300_RS06535","gene-SAUSA300_RS06535",0,0,0,0,0,0
"gene-SAUSA300_RS06540","gene-SAUSA300_RS06540",0,0,0,0,0,0
"gene-SAUSA300_RS06555","gene-SAUSA300_RS06555",0,2,0,0,0,0
"gene-SAUSA300_RS16000","gene-SAUSA300_RS16000",2,2,0,0,0,0
"gene-SAUSA300_RS06570","gene-SAUSA300_RS06570",0,0,0,1,0,3
"gene-SAUSA300_RS06575","gene-SAUSA300_RS06575",0,0,0,0,0,0
"gene-SAUSA300_RS06580","gene-SAUSA300_RS06580",0,0,0,0,0,0
"gene-SAUSA300_RS06585","gene-SAUSA300_RS06585",2,0,4,6,4,6
"gene-SAUSA300_RS06590","gene-SAUSA300_RS06590",0,0,0,0,2,0
"gene-SAUSA300_RS06595","gene-SAUSA300_RS06595",8,38,24,96,87,116
"gene-SAUSA300_RS06600","gene-SAUSA300_RS06600",0,0,0,0,0,0
"gene-SAUSA300_RS06605","gene-SAUSA300_RS06605",0,0,0,4,0,0
"gene-SAUSA300_RS06610","gene-SAUSA300_RS06610",1,2,2,2,4,2
"gene-SAUSA300_RS06615","gene-SAUSA300_RS06615",11,4,13,16,8,4
"gene-SAUSA300_RS06620","gene-SAUSA300_RS06620",2,2,0,0,0,0
"gene-SAUSA300_RS06625","gene-SAUSA300_RS06625",2,0,0,0,2,0
